aid,author,avg_click,chapter_count,comment_count,copystatus,created,era,intro,is_signed,is_vip,like_count,logline,nid,ranking,rating,score,style,tags,title,updated,word_count,xx,yc
4870827,莲花菩提,766,138,324,0,2022-06-25,架空历史,,1,1,899,为你转生为人，为你历劫成仙。,7014736,12966,10.0,0,正剧,"强强,情有独钟,前世今生,重生",九玄之转生,2023-01-13,"450,920",言情,原创
4029829,厌择,331,19,77,0,2023-01-24,近代现代,,1,1,688,炎热、黑暗、伤疤、重金属音乐。,6368252,49459,,0,正剧,"都市情缘,异国奇缘,情有独钟,因缘邂逅",烟熏生锈钉,2023-02-16,"66,916",言情,原创
4029829,厌择,369,33,184,0,2022-01-17,近代现代,,1,0,270,现代都市大型狗血之作,6278673,64751,,0,正剧,"强强,情有独钟,破镜重圆,校园",一篇破镜重圆的狗血校园文,2022-05-09,"93,454",纯爱,原创
5026502,贝彼,"1,526",39,177,0,2022-12-27,近代现代,,1,1,1958,霸总变嘤嘤怪，这婚离不掉了？,7312306,136643,,0,轻松,"豪门世家,情有独钟,恋爱合约,娱乐圈",离婚后我被失忆前夫缠上了,2023-02-16,"160,597",纯爱,原创
5026502,贝彼,"1,742",51,115,0,2022-08-22,近代现代,,1,0,1319,上综艺钓了个腹黑影帝,7273306,122471,8.1,0,轻松,"豪门世家,情有独钟,娱乐圈,甜文",影帝拒绝和我炒CP后真香了,2023-01-25,"176,320",纯爱,原创
2509909,江舟野渡,"3,164",33,133,0,2023-01-02,近代现代,,1,1,2018,穿成豪门弃妇后，老公突然贴贴！,4223587,223727,,0,轻松,"豪门世家,甜文,穿书,爽文",穿成豪门弃妇后，老公突然回家,2023-02-13,"136,566",言情,原创
5026502,贝彼,37,6,1,0,2022-08-08,架空历史,,1,0,26,女主得不到的白月光他爱我！,7208466,暂无排,,0,正剧,"天作之合,甜文,悬疑推理,穿书",大理寺来了个女画师,2022-08-20,"22,246",言情,原创
2509909,江舟野渡,"6,853",62,199,0,2019-05-28,近代现代,,1,1,1258,我要离婚，你却要和我谈恋爱？,4175266,161740,10.0,0,轻松,"女配,穿书",我穿成了反派心尖宠,2023-01-28,"123,709",言情,原创
2509909,江舟野渡,65,1,0,0,2023-01-04,近代现代,,1,0,1,做鼠鼠要脚踏实地嘞！,7671679,暂无排,暂无评,0,轻松,校园,玛丽鼠鼠做大梦,2023-01-04,"2,094",言情,原创
4406434,蜜桃甜酒,"2,260",72,772,0,2022-12-21,幻想未来,,1,1,4085,每个相亲对象都是失忆亡夫的马甲,7091418,81848,,0,轻松,"穿越时空,星际,系统,甜文",相亲对象全是亡夫马甲［星际］,2023-02-16,"217,024",纯爱,原创
4406434,蜜桃甜酒,"4,951",118,936,0,2022-09-09,幻想未来,,1,1,3967,一觉醒来，崽崽没了，老攻跑了,6784830,51765,9.1,0,轻松,"灵异神怪,情有独钟,甜文,萌宠",妖族移民局，禁止单身,2022-12-14,"366,677",纯爱,原创
4406434,蜜桃甜酒,"12,074",127,"1,684",0,2022-04-11,幻想未来,,1,1,9992,凶兽大佬到我家,6741868,52772,9.2,0,轻松,"灵异神怪,因缘邂逅,甜文,萌宠",豪门小可怜被凶兽大佬喂养了,2022-11-15,"394,337",纯爱,原创
4275112,桃桃芝芝,104,34,4,0,2023-01-14,近代现代,,1,0,49,疯批霸总重生后将娇妻叼回狼窝,7619436,暂无排,,0,轻松,"幻想空间,豪门世家,重生,爽文",我被重生的偏执大佬强取豪夺,2023-02-16,"130,645",言情,原创
4275112,桃桃芝芝,"2,201",66,92,0,2022-02-08,近代现代,,1,1,796,拿了我的给我还回来,6261871,暂无排,7.8,0,轻松,"豪门世家,穿越时空,穿书,爽文",穿成豪门清醒亲妈,2023-01-20,"219,994",言情,原创
385690,钟晓生,"25,866",92,"6,805",0,2020-12-09,近代现代,,1,1,15167,好脾气保镖vs暴躁大明星,2628294,13707,8.7,0,轻松,,不称职的保镖先生,2022-01-06,"373,374",纯爱,原创
385690,钟晓生,"7,730",78,"4,107",0,2020-04-17,近代现代,,1,1,3878,姐弟恋小甜饼,3555800,32528,9.4,0,轻松,"都市情缘,励志人生,甜文",别动我的剧本！,2020-09-03,"296,368",言情,原创
385690,钟晓生,"70,577",92,"17,835",0,2018-02-14,近代现代,,1,1,27702,心理学小课堂,3344210,15276,9.5,0,轻松,"情有独钟,天之骄子,青梅竹马,业界精英",十二事务所,2020-04-23,"412,607",言情,原创
385690,钟晓生,"64,190",171,"29,282",0,2017-07-19,近代现代,,1,1,19871,教你如何正确追星,2360627,16942,9.1,0,轻松,"都市情缘,娱乐圈",职业粉丝,2020-04-23,"768,183",言情,原创
385690,钟晓生,"70,812",143,"7,392",0,2013-01-04,近代现代,,1,1,14647,从痞子到英雄,1630898,13574,暂无评,0,正剧,民国旧影,好一朵美腻的白莲花,2022-01-29,"531,694",纯爱,原创
385690,钟晓生,"6,178",63,"1,111",0,2022-12-26,架空历史,,1,1,4965,心狠手辣夺权之路,7130788,56746,,0,正剧,"穿越时空,种田文,女强,爽文",我在乱世当“奸雄”,2023-02-16,"244,179",言情,原创
3502157,紫小曙,"10,366",50,"1,063",0,2022-12-31,近代现代,,1,1,8912,恣意洒脱×傲娇霸道，为爱撒娇,5650957,70085,,0,轻松,"都市情缘,甜文",为你服软,2023-02-16,"244,941",言情,原创
3502157,紫小曙,"190,645",91,"1,834",0,2021-12-04,近代现代,,1,1,81922,闷骚深情忠犬×又纯又欲野猫,6005021,43164,9.1,0,轻松,"都市情缘,情有独钟,破镜重圆,甜文",偏要你独属我,2023-01-18,"326,176",言情,原创
5167528,绫梨,"2,287",53,192,0,2022-10-26,近代现代,,1,1,1219,我渣了，我装的,7472069,152188,8.9,0,轻松,"打脸,励志人生,快穿",我渣了，我装的[快穿],2023-02-05,"124,639",言情,原创
1934145,袖里剑,"2,139",20,648,0,2022-12-14,架空历史,,1,1,2337,我和我的龙傲天兄弟,6707846,84964,,0,轻松,"情有独钟,穿越时空,穿书",兄弟，别这样（穿书）,2023-02-02,"106,270",言情,原创
385690,钟晓生,"16,385",7,279,0,2015-10-26,近代现代,,1,0,959,假洋鬼子精英和小白脸将军,2595154,135728,9.2,0,轻松,甜文,假洋鬼子精英和小白脸将军,2015-11-16,"8,211",纯爱,原创
385690,钟晓生,"94,289",326,"40,890",0,2018-08-16,架空历史,,1,1,44649,又狂又妄，问鼎天下,2561736,1642,9.7,0,正剧,"三教九流,平步青云",妄人朱瑙,2023-01-03,"1,427,334",纯爱,原创
385690,钟晓生,"56,343",105,"7,043",0,2015-01-18,近代现代,,1,1,10225,忠犬的画风不对了,2364698,11586,8.3,0,轻松,"重生,天之骄子,甜文,娱乐圈",忠犬得了狂犬病,2022-03-17,"378,437",纯爱,原创
385690,钟晓生,"27,455",4,488,0,2011-06-05,近代现代,,1,0,637,蟑螂攻X肌肉男娘受,1208626,237111,9.0,0,爆笑,灵异神怪,怕蟑螂的男人,2019-08-05,"5,999",纯爱,原创
5123610,糖炒刀子,"4,332",51,671,0,2022-11-09,近代现代,,1,1,4274,怎么都以为我会被欺负？,7464607,107338,,0,轻松,"豪门世家,恋爱合约,甜文,穿书",病弱小可怜和大佬联姻后［穿书］,2023-02-16,"223,925",纯爱,原创
5123610,糖炒刀子,"3,187",49,274,0,2022-10-02,近代现代,,1,1,2926,乖宝和他的腹黑坏男人,7375663,129034,,0,轻松,"强强,无限流,系统,甜文",AI美人在噩梦世界卡Bug,2023-01-25,"166,696",纯爱,原创
3502157,紫小曙,"29,612",90,963,0,2022-05-20,近代现代,,1,1,19735,痞帅痴情狼狗×可盐可甜狐狸,6041156,49477,9.3,0,轻松,"都市情缘,甜文",迷恋你久沉沦,2023-01-25,"387,743",言情,原创
1934145,袖里剑,"42,372",86,"2,611",0,2019-08-24,架空历史,,1,1,13257,套路与反套路,3400230,17831,9.4,0,轻松,"强强,系统,快穿,穿书",黑月光手册[穿书],2021-12-28,"330,001",言情,原创
1934145,袖里剑,"36,756",69,"1,379",0,2017-10-22,架空历史,,1,1,11037,以奴之名跟随；以师之名教诲。,3324937,21414,8.8,0,轻松,"穿越时空,仙侠修真,穿书,萌宠",我的奴，我的徒,2022-03-24,"221,386",言情,原创
385690,钟晓生,"40,870",89,"5,958",0,2012-03-28,近代现代,,1,1,4452,被细节打败的爱情如果重头再来,1465056,32575,8.9,0,正剧,"都市情缘,重生",重生之鸡毛蒜皮,2020-12-28,"333,268",纯爱,原创
1934145,袖里剑,"41,452",99,"3,518",0,2018-02-09,架空历史,,1,1,12530,禁欲系圣僧VS不死身魔尊,3410781,16583,9.1,0,正剧,"强强,穿越时空,仙侠修真,穿书",被迫穿成魔尊之后,2023-01-31,"337,535",言情,原创
3502157,紫小曙,"5,127",47,206,0,2021-05-15,近代现代,,1,1,1640,赔钱偏执皇帝×靠钱续命女明星,5349174,137288,9.0,0,轻松,"穿越时空,娱乐圈,古穿今,甜文",被偏执大佬缠上后[古穿今],2022-10-31,"146,941",言情,原创
385690,钟晓生,"92,953",98,"10,133",0,2016-01-09,架空历史,,1,1,16682,同人主角反穿越,2647008,11891,8.8,0,爆笑,"情有独钟,欢喜冤家",当同人主角穿回原著,2021-01-22,"391,925",纯爱,原创
3502157,紫小曙,"4,904",85,314,0,2020-11-26,近代现代,,1,1,1846,矜贵纯情总裁×飒爽机灵明星,5315451,70737,8.8,0,轻松,"娱乐圈,重生,爽文,逆袭",满级大佬制霸娱乐圈[重生],2022-10-31,"302,999",言情,原创
3889840,木遁使者,"27,997",110,"2,000",0,2021-04-27,架空历史,,1,1,9755,开局火影，谁能秒我,5731533,58151,9.0,0,轻松,"火影,综漫,幻想空间,少年漫",关于我开局就是火影这件事,2022-12-13,"390,870",言情,衍生
3889840,木遁使者,"30,611",365,"8,624",0,2021-09-07,近代现代,,1,1,13635,三百六十行，行行有波本,5789304,38531,8.7,0,轻松,"综漫,穿越时空,少年漫,柯南",波洛今天破产了吗,2022-11-05,"1,221,349",言情,衍生
3889840,木遁使者,"5,151",40,446,0,2022-12-01,近代现代,,1,1,3415,黑衣组织优秀员工的篡位日常,5964518,58136,,0,轻松,"综漫,幻想空间,少年漫,柯南",正义如我不可能是酒厂之光,2023-02-16,"132,950",言情,衍生
5338657,盲泥,"2,031",44,506,0,2022-12-19,近代现代,,1,1,1906,她怎么还不对我动手，急！,7623386,119591,,0,轻松,"强强,打脸,甜文,快穿",都别过来，我是反派[GB快穿],2023-02-14,"154,972",言情,原创
385690,钟晓生,"26,949",62,851,0,2013-12-18,近代现代,,1,1,2561,反派女配角的主角人生,1972865,34127,9.0,0,轻松,"娱乐圈,破镜重圆,情有独钟,都市情缘",心动,2018-04-12,"236,803",言情,原创
1934145,袖里剑,"3,514",29,427,0,2022-01-01,架空历史,,1,1,2470,穿书后我被盯上了,4908059,50720,,0,轻松,"穿越时空,快穿,穿书,爽文",给疯犬的他佩戴犬牌[快穿],2022-10-27,"135,173",言情,原创
385690,钟晓生,"28,633",50,"2,588",0,2015-05-24,架空历史,,1,1,4627,沉默攻+脑补受,2429956,7307,9.0,0,正剧,天之骄子,天涯归处,2022-02-25,"170,283",纯爱,原创
3889840,木遁使者,"16,587",240,"2,034",0,2022-03-14,近代现代,,1,1,7402,马甲精，了解一下,5789271,70078,,0,轻松,"综漫,幻想空间,穿越时空,少年漫",披上马甲我就是靓崽,2023-02-16,"801,590",无CP,衍生
385690,钟晓生,"68,974",110,"6,973",0,2014-05-15,架空历史,,1,1,14552,做反派的错误方法,1974765,12214,9.1,0,爆笑,"江湖恩怨,欢喜冤家,乔装改扮,阴差阳错",每天起床都看到反派在抢戏,2022-05-04,"402,339",纯爱,原创
3889840,木遁使者,"1,460",3,59,0,2021-08-18,,,1,0,172,平行时空，一切都是不可预测的,6055785,暂无排,,0,未知,"幻想空间,甜文",梦的终点站，各种番外合集,2021-08-25,"6,729",,
1934145,袖里剑,"5,846",44,"1,418",0,2017-11-13,架空历史,,1,1,3353,反派debuff加诸我身。,3402173,51210,8.8,0,轻松,"穿越时空,仙侠修真,女强,穿书",1/2美强惨男主,2021-12-01,"170,544",言情,原创
1561530,猫望笑,461,45,46,0,2021-08-14,幻想未来,,1,0,145,转行大夫后我天下无敌了,6062065,220502,,0,正剧,"幻想空间,系统",当不了武林盟主的神医不是好绣娘[系统],2022-12-01,"141,773",言情,原创
3889840,木遁使者,"11,204",10,433,0,2021-10-19,近代现代,,1,0,2972,第三位黑魔王在抽卡中诞生了,6273486,146472,,0,轻松,"英美衍生,幻想空间,女强,传奇",[hp]黑魔法觉醒真是太好玩了,2022-04-03,"28,410",无CP,衍生
385690,钟晓生,"29,521",141,"4,102",0,2013-11-01,架空历史,,1,1,5829,豪门失怙子的奋斗之路,1751359,19751,暂无评,0,正剧,,重生第一权臣,2018-04-03,"420,339",纯爱,原创
385690,钟晓生,"29,343",100,"4,659",0,2012-08-13,架空历史,,1,1,3433,魔教教主需要脑残片,1599205,18122,8.0,0,轻松,"江湖恩怨,欢喜冤家",每天起床都看见教主在吃药,2018-04-26,"328,940",纯爱,原创
385690,钟晓生,"44,653",108,"6,300",0,2012-05-01,架空历史,,1,1,7867,每天起床都看见教主在化妆,1280382,24917,8.3,0,轻松,"欢喜冤家,乔装改扮",每天起床都看见教主在化妆,2021-06-18,"348,632",纯爱,原创
385690,钟晓生,"3,755",25,495,0,2011-03-05,架空历史,,1,0,418,皮影戏，师兄弟,1134587,125480,7.6,0,轻松,,灯影流年,2011-05-31,"58,228",纯爱,原创
385690,钟晓生,"4,858",66,"1,326",0,2011-05-14,古色古香,,1,1,953,两个没有真心的人,1023803,96677,暂无评,0,正剧,,一阕离歌长亭暮,2017-06-23,"228,000",纯爱,原创
2160479,凌风起,"2,941",40,390,0,2022-12-19,架空历史,,1,1,2442,虐妻一时爽，追妻火葬场,6470750,107448,,0,轻松,"宫廷侯爵,情有独钟,破镜重圆,爽文",侍妾逃跑之后,2023-02-15,"154,014",言情,原创
1561530,猫望笑,"7,620",151,638,0,2021-05-06,幻想未来,,1,1,2867,过副本我是专业的,5761935,141511,,0,正剧,"无限流,系统,爽文",万能卡牌师[无限],2023-01-17,"470,314",言情,原创
385690,钟晓生,"6,105",77,"1,563",0,2010-04-01,架空历史,,1,1,1083,傲娇攻+别扭受,696183,192704,8.0,0,轻松,"江湖恩怨,三教九流,欢喜冤家",谁教春风玉门度,2011-02-04,"279,200",纯爱,原创
385690,钟晓生,"17,092",64,"1,289",0,2010-01-18,架空历史,,1,1,2479,渣盗囧官调笑记,639421,220023,8.0,0,正剧,"宫廷侯爵,江湖恩怨,三教九流,竞技",调笑令,2018-03-15,"203,897",纯爱,原创
385690,钟晓生,"5,916",7,94,0,2010-03-13,架空历史,,1,0,100,春秋廿四记之惊蛰,682606,暂无排,6.0,0,轻松,"阴差阳错,乔装改扮",假相,2010-03-29,"13,291",纯爱,原创
385690,钟晓生,"3,427",8,56,0,2010-04-03,古色古香,,1,0,107,清明,697963,暂无排,7.0,0,正剧,情有独钟,时节雨,2011-01-29,"8,016",纯爱,原创
385690,钟晓生,"3,605",7,82,0,2010-02-25,架空历史,,1,0,95,九九消寒难画风,671584,暂无排,6.0,0,正剧,阴差阳错,九九消寒难画风,2011-01-03,"14,830",纯爱,原创
4651638,抱琴山花,131,6,13,0,2022-08-30,架空历史,,1,0,74,他说有种再睡一遍,6814482,219537,,0,轻松,"仙侠修真,相爱相杀,穿书,东方玄幻",睡了世仇后我被追杀三千年,2022-11-09,"19,328",言情,原创
385690,钟晓生,"15,241",1,47,0,2010-06-23,古色古香,,1,0,216,江山为谁引,756634,暂无排,8.4,0,正剧,"宫廷侯爵,天之骄子",[丕司马]江山引,2010-10-01,"1,799",纯爱,原创
2160479,凌风起,"6,808",60,351,0,2021-01-22,近代现代,,1,1,7787,虐妻一时爽，追妻火葬场,4054577,83280,5.0,0,正剧,"都市情缘,情有独钟,虐恋情深,破镜重圆",作茧自缚,2022-04-25,"304,185",言情,原创
2160479,凌风起,"17,969",74,597,0,2020-01-12,近代现代,,1,1,3040,其实是他想多了,4051801,84319,8.7,0,轻松,"穿书,爽文,逆袭,校园",男主总以为我暗恋他[穿书],2021-08-13,"314,913",言情,原创
2160479,凌风起,"7,383",76,479,0,2021-10-18,近代现代,,1,1,4614,正文完结｜高岭之花被拉下神坛,4054193,70260,9.5,0,正剧,"都市情缘,情有独钟",甜蜜陷阱,2022-11-14,"324,550",言情,原创
1561530,猫望笑,"1,242",58,99,0,2022-10-20,幻想未来,,1,1,589,末日修仙种地,7446997,181334,7.3,0,轻松,"仙侠修真,系统,萌宠",仙侠农场模拟器,2022-12-13,"180,960",言情,原创
385690,钟晓生,"7,306",1,28,0,2009-10-17,架空历史,,1,0,31,夏鸣虫,583698,暂无排,10.0,0,正剧,幻想空间,夏鸣虫,2009-10-17,"1,624",未知,衍生
4651638,抱琴山花,"2,046",50,444,0,2022-11-23,幻想未来,,1,1,2263,负哪门子责？/一脚踹飞.jpg,7232345,93521,,0,轻松,"强强,星际,成长",情敌让我对他负责？,2023-02-16,"182,782",纯爱,原创
4651638,抱琴山花,"1,974",38,339,0,2022-04-09,近代现代,,1,1,1233,F4大凶兽姐妹花制霸校园,6749804,92164,9.4,0,轻松,"打脸,甜文,现代架空,都市异闻",惊！凶兽校花又脱单了,2022-08-23,"140,495",言情,原创
2405139,鹿时眠,"28,584",66,"8,366",0,2022-12-20,架空历史,,1,1,23490,高岭之花X人间尤物，被拉下神坛,4015204,32918,,0,正剧,"宫廷侯爵,破镜重圆,甜文,爽文",折姝,2023-02-16,"262,915",言情,原创
2405139,鹿时眠,"36,597",146,"2,033",0,2022-01-19,架空历史,,1,1,26262,明艳心机美人×谪仙禁欲太子,4551116,50410,8.5,0,轻松,"天作之合,甜文",偏执太子的掌心娇,2022-08-09,"524,637",言情,原创
2160479,凌风起,"11,246",79,733,0,2019-03-18,近代现代,,1,1,2081,虐渣男，撩男神~,3447948,67258,8.0,0,轻松,"娱乐圈,系统,快穿,爽文",前男友每天都在后悔[快穿],2022-05-17,"324,687",言情,原创
2160479,凌风起,"4,917",33,112,0,2022-01-05,架空历史,,1,1,1491,娇媚公主vs清冷佛子,3447961,169369,8.0,0,正剧,"穿越时空,甜文,快穿,爽文",攻略那个佛子（快穿）,2022-03-28,"195,397",言情,原创
2160479,凌风起,"3,935",91,406,0,2017-11-05,架空历史,,1,1,2536,男女主相爱相杀的故事,3395085,134929,8.5,0,正剧,"宫廷侯爵,情有独钟,虐恋情深,青梅竹马",鸾凤孽,2020-02-06,"271,831",言情,原创
1561530,猫望笑,"23,022",79,357,0,2015-03-17,古色古香,,1,1,1710,洪荒神人玩转红楼,2412505,121879,8.0,0,正剧,"红楼梦,前世今生,古典名著",[红楼+修仙]珠连璧合,2015-10-31,"276,101",言情,衍生
1561530,猫望笑,494,77,59,0,2018-06-23,幻想未来,,1,0,94,如何走上人生巅峰,3630246,227057,,0,正剧,"科幻,穿越时空,无限流,系统",目标：人生赢家,2018-09-07,"245,786",言情,原创
1561530,猫望笑,"5,873",27,153,0,2015-05-04,近代现代,,1,0,368,我虐总裁千百遍，总裁待我如初恋,2447673,203818,,0,轻松,"无限流,系统,情有独钟,穿越时空",[综剑三]捡只总裁来抗怪,2021-05-28,"80,817",言情,衍生
1561530,猫望笑,"2,491",26,72,0,2017-04-08,架空历史,,1,0,214,带着阴阳师来刷无限系统,3154682,258743,,0,正剧,"英美衍生,科幻,无限流,系统",[综英美+阴阳师]轮回修罗场,2017-05-03,"80,014",言情,衍生
1561530,猫望笑,"3,309",88,843,0,2022-12-23,幻想未来,,1,1,2410,领地建设，废土求生！,7564113,50017,,0,正剧,,全球天灾，但我有科研外挂,2023-02-16,"310,125",言情,原创
385690,钟晓生,"3,354",3,11,0,2010-07-24,,,0,0,14,,788259,暂无排,6.0,0,未知,种田文,飘洋过海中国船之长评集,2010-08-11,"3,611",,
385690,钟晓生,"5,368",21,626,0,2011-11-15,幻想未来,,1,0,1595,最二逼的战士X最牛逼的工程师,1343734,105324,,0,轻松,"天作之合,科幻,情有独钟",大宇航时代,2012-01-14,"77,845",纯爱,原创
385690,钟晓生,"12,162",1,7,0,2010-04-25,,,0,0,22,&apos;&apos;,712887,274403,6.0,0,未知,宫廷侯爵,小皇帝是总攻？！,2010-04-25,"1,248",,
2405139,鹿时眠,"78,283",164,"3,068",0,2019-01-02,架空历史,,1,1,20351,京城第一娇女恋爱图鉴,3977074,48407,9.4,0,正剧,"宫廷侯爵,宅斗,重生,甜文",吾家妻贵,2022-03-16,"559,467",言情,原创
4651638,抱琴山花,"12,278",53,749,0,2022-04-03,近代现代,,1,1,4989,小baby不可以认贼作父哦,6727772,44614,9.1,0,轻松,"甜文,现代架空",救！穿回爸妈的宿敌期了,2022-12-01,"207,236",言情,原创
2405139,鹿时眠,"37,498",55,"1,893",0,2020-02-12,架空历史,,1,1,17808,拿命宠妻,4286333,43839,8.0,0,轻松,"破镜重圆,重生,甜文",啼娇,2021-10-29,"198,653",言情,原创
385690,钟晓生,"11,200",1,25,0,2010-02-23,,,0,0,28,&apos;&apos;,669544,暂无排,6.0,0,未知,宫廷侯爵,《皇叔》人物关系表,2010-02-23,"1,323",,
4779484,啃好大个瓜,"6,988",70,"1,681",0,2022-12-17,架空历史,,1,1,6298,滴！你的外挂plus已上线！,6929065,60950,,0,轻松,"种田文,美食,系统,爽文",在荒岛种田后我成神了,2023-02-16,"180,272",无CP,原创
4933024,有趣的灯灯,958,80,136,0,2022-07-14,架空历史,,1,1,472,我在古代养猪顺便和美人谈恋爱,7093658,119662,暂无评,0,轻松,"前世今生,穿越时空",养猪暴富后我被男妈妈攻略了,2022-11-03,"277,754",言情,原创
2405139,鹿时眠,"64,331",141,"3,460",0,2019-07-03,架空历史,,1,1,14072,越娇越宠,4015275,22277,9.2,0,轻松,"宫廷侯爵,重生,甜文,爽文",春光艳,2022-03-28,"496,010",言情,原创
2443470,云深处见月,"22,132",54,"2,821",0,2022-12-27,近代现代,,1,1,18551,一篇奇奇怪怪的人外小甜文,5898139,46290,,0,轻松,"幻想空间,豪门世家,情有独钟,甜文",祂的新娘,2023-02-16,"314,027",言情,原创
4779484,啃好大个瓜,"2,640",105,317,0,2022-09-06,架空历史,,1,1,1639,世上竟有如此贤惠能干的狗子！,6929007,136718,9.3,0,轻松,"情有独钟,种田文,史诗奇幻",我在深渊种田养狗子,2022-12-16,"451,759",言情,原创
4779484,啃好大个瓜,"4,176",129,564,0,2022-05-17,架空历史,,1,1,1822,修仙也要讲可持续发展！,6889960,172768,8.2,0,轻松,"随身空间,种田文,古代幻想,异想天开",把修真界种满后,2022-09-29,"609,639",言情,原创
2443470,云深处见月,"19,555",118,"2,287",0,2022-09-08,架空历史,,1,1,12193,重生后嫁给渣男他爹,6549430,50668,8.7,0,轻松,"宫廷侯爵,天作之合,重生,复仇虐渣",皇帝为我发疯日常,2022-11-30,"511,122",言情,原创
4933024,有趣的灯灯,"18,139",48,"1,462",0,2022-12-20,架空历史,,1,1,8956,我娶了个美人戏子然后当了宰相,7331943,74231,,0,轻松,"穿越时空,女强",我娶了美强惨戏子（女尊）,2023-02-16,"215,586",女尊,原创
385690,钟晓生,"1,519",23,"1,115",0,2022-04-30,幻想未来,,1,0,2816,未来的男朋友穿到末日之前来找我,2775709,85785,,0,轻松,"幻想空间,穿越时空,异想天开,大冒险",地球抛锚,2022-09-22,"78,599",纯爱,原创
2443470,云深处见月,"88,069",102,"3,245",0,2022-07-05,架空历史,,1,1,56739,火葬场直接把骨灰扬了,4459588,71510,8.5,0,轻松,"宫廷侯爵,天作之合,宅斗,打脸",再嫁,2022-09-24,"444,291",言情,原创
2443470,云深处见月,"15,375",77,501,0,2022-03-07,架空历史,,1,1,9276,和离后我成了皇后,4260703,123394,7.4,0,轻松,"励志人生,甜文",皇兄,2022-06-07,"333,751",言情,原创
2443470,云深处见月,"2,075",54,180,0,2021-11-27,近代现代,,1,1,1339,据说我不负责他就要灭世了,5442423,242137,8.4,0,轻松,"豪门世家,甜文,穿书,逆袭",黑化大佬被我始乱终弃后,2022-02-05,"200,048",言情,原创
2443470,云深处见月,"6,750",43,229,0,2021-09-07,架空历史,,1,1,2684,知道原著剧情后她穿进了同人文,4176066,108036,8.6,0,轻松,"宫廷侯爵,女配,甜文,穿书",早死炮灰改拿甜宠剧本（穿书）,2021-11-03,"164,164",言情,原创
2443470,云深处见月,"7,195",62,214,0,2021-04-06,架空历史,,1,1,3316,嫁给前未婚夫他叔叔,4175995,294689,8.4,0,轻松,"女强,甜文",吾妻娇贵,2021-11-17,"206,714",言情,原创
2000061,橙与白,"71,135",136,"3,844",0,2022-05-02,架空历史,,1,1,26659,逍遥夫妇婚后日常,4391842,48321,8.0,0,轻松,"种田文,宅斗,重生,爽文",真千金重生日常,2023-01-04,"651,501",言情,原创
2000061,橙与白,"14,576",67,"5,625",0,2022-12-23,架空历史,,1,1,11343,意晚重生日常。,4146437,56864,,0,轻松,"天作之合,甜文",归燕,2023-02-16,"282,926",言情,原创
4249328,温饵,"26,989",102,"1,467",0,2022-08-08,架空历史,,1,1,14552,兢兢业业伺候皇帝反把自己送上了,6465357,38833,8.8,0,正剧,"宫廷侯爵,情有独钟,甜文",司寝小太监是个财迷,2022-12-03,"382,808",纯爱,原创
4249328,温饵,"2,502",41,249,0,2023-01-01,架空历史,,1,1,2373,朕怀了摄政王的崽藏不住了,7232839,192531,,0,正剧,"生子,宫廷侯爵,情有独钟,甜文",陛下怀了阴冷摄政王的崽,2023-02-14,"148,615",纯爱,原创
4249328,温饵,"6,892",54,275,0,2021-11-13,架空历史,,1,1,4017,与敌国太子斗智斗勇的日常,6277981,207434,8.1,0,正剧,"生子,宫廷侯爵,情有独钟,穿书",穿书后被敌国太子掳走了,2022-05-22,"219,290",纯爱,原创
4249328,温饵,"16,422",83,400,0,2021-09-26,近代现代,,1,1,5420,怀崽后我们谈起了恋爱,6224961,220312,8.4,0,正剧,"生子,幻想空间,豪门世家,情有独钟",揣了豪门Alpha的崽怎么办,2022-06-06,"283,128",纯爱,原创
2443470,云深处见月,"6,993",60,383,0,2021-06-14,近代现代,,1,1,3182,被套路后他非要我负责,4542381,167287,7.4,0,轻松,"豪门世家,穿书,都市异闻,姐弟恋",套路我后鬼帝非要我负责,2021-08-20,"234,127",言情,原创
2443470,云深处见月,"41,545",131,"1,654",0,2020-12-01,近代现代,,1,1,9043,男主白月光和豪门大佬he了,4434624,56511,8.4,0,轻松,"时代奇缘,现代架空",豪门老男人他非要我负责[穿书],2021-07-31,"692,372",言情,原创
385690,钟晓生,"27,424",110,"5,607",0,2016-06-02,架空历史,,1,1,10273,每天起床都看见教主在破案,2683352,12153,9.0,0,正剧,江湖恩怨,每天起床都看见教主在破案,2019-09-04,"400,680",纯爱,原创
2443470,云深处见月,"33,154",96,"1,226",0,2020-06-09,架空历史,,1,1,7663,她是天上月，而我把月亮捧回了家,4199417,79445,8.9,0,轻松,"穿书,朝堂之上",穿成反派大佬的童养媳,2020-09-14,"388,691",言情,原创
2443470,云深处见月,"25,710",62,674,0,2020-01-06,近代现代,,1,1,4903,老公他是超级大佬,4139127,120571,8.7,0,轻松,"豪门世家,打脸,穿书",女主她总在觊觎我老公,2020-03-11,"349,635",言情,原创
2443470,云深处见月,"8,403",109,333,0,2019-08-09,架空历史,,1,1,2139,魔皇温水龙女，终于抱得美人归,4116903,74554,8.4,0,轻松,"重生,打脸,甜文,魔法幻情",反派心头朱砂痣[重生],2020-01-04,"426,506",言情,原创
2000061,橙与白,"71,583",156,"5,559",0,2020-09-17,架空历史,,1,1,29510,佛系种田文。,4578762,29587,8.1,0,轻松,"穿越时空,种田文,穿书,爽文",将军的佛系娇妻,2021-10-09,"553,814",言情,原创
