aid,author,genre,nid,rank,rank_date,tags,title,vip_date,wd_count,xx,yc
2620471,乔迹,原创-言情-近代现代-爱情,6401002,7,2023-02-09,"天之骄子,业界精英,励志人生",月光轰鸣,2023-02-06 00:00:00,6.7万,言情,1
2476142,宴时陈羡,原创-言情-架空历史-爱情,7573151,4,2023-02-15,打脸,映儿,2023-02-12 19:53:27,9.84万,言情,1
1775182,爱小说的宅叶子,衍生-言情-古色古香-东方衍生,7664008,5,2023-02-15,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12 00:00:01,9.7万,言情,2
5310501,哆啦A洛,原创-纯爱-幻想未来-爱情,7583660,6,2023-02-15,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12 04:00:44,24.73万,纯爱,1
4508160,身健且加餐,衍生-无CP-架空历史-东方衍生,6639972,7,2023-02-15,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12 18:00:00,8.94万,无CP,2
3455384,饼鸽鸽,原创-百合-近代现代-爱情,6915373,8,2023-02-15,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12 01:35:59,9.99万,百合,1
793733,花开常在,原创-言情-近代现代-爱情,4186828,9,2023-02-15,"布衣生活,种田文,甜文,年代文",七零山野日常,2023-02-12 00:00:01,7.01万,言情,1
2527507,天韵五歌,原创-无CP-近代现代-剧情,6181790,3,2023-02-11,"重生,爽文,升级流,萌宠",警犬,2023-02-08 12:34:35,10.17万,无CP,1
2616659,范月台,原创-言情-近代现代-爱情,7392749,12,2023-02-12,"都市情缘,破镜重圆,爱情战争,婚恋",爱妻若神明,2023-02-09 00:05:30,8.6万,言情,1
2366459,十三汤,原创-纯爱-近代现代-爱情,4238397,13,2023-02-12,"生子,年下,娱乐圈,甜文",失忆后在娃综发现自己的崽,2023-02-09 01:38:01,9.67万,纯爱,1
3322257,茗菓茶,衍生-纯爱-近代现代-东方衍生,6147217,14,2023-02-12,"综漫,家教,强强,少年漫",如何让浮云停在手中,2023-02-09 18:00:00,8.85万,纯爱,2
99137,花暮年,衍生-言情-近代现代-东方衍生,7253720,15,2023-02-12,"幻想空间,灵异神怪,情有独钟,咒回",特级咒灵面灵气,2023-02-09 00:00:00,8.67万,言情,2
2669097,仓鼠小七,原创-无CP-架空历史-轻小说,5918602,16,2023-02-12,"爽文,西幻,亡灵异族,基建",转生巨龙后我召唤了玩家,2023-02-09 00:00:00,9.75万,无CP,1
4809469,当浮以大白,衍生-纯爱-近代现代-东方衍生,6962610,2,2023-02-01,"情有独钟,因缘邂逅,少年漫,柯南",如何改变萩式殉情结局,2023-01-29 21:00:00,9.81万,纯爱,2
4292655,长尔鲨,原创-纯爱-近代现代-爱情,7658090,7,2023-02-13,"生子,都市情缘,娱乐圈,穿书",带球不跑后病美人爆红了,2023-02-10 00:00:00,10.23万,纯爱,1
3472904,芮伊,原创-纯爱-架空历史-爱情,7200041,8,2023-02-13,"情有独钟,美食,甜文,穿书",穿书后在王府的摆烂人生,2023-02-10 06:00:00,9.04万,纯爱,1
2225788,斯文有料,原创-百合-近代现代-爱情,6977971,9,2023-02-13,"情有独钟,女配,甜文,穿书",清冷alpha的黑莲o攻略计划,2023-02-10 21:03:00,9.39万,百合,1
2671159,桂花榴莲酥,原创-纯爱-近代现代-爱情,6215762,10,2023-02-13,"都市情缘,豪门世家,情有独钟,破镜重圆",炮灰花瓶失忆后，渣攻！火葬场！,2023-02-10 04:01:13,22.36万,纯爱,1
5321652,予树晚歌,原创-言情-幻想未来-科幻,7599733,11,2023-02-13,"穿越时空,仙侠修真,女强,星际",假公主直播种田修仙[星际],2023-02-10 04:01:03,13.07万,言情,1
1333649,云墨画,原创-言情-架空历史-爱情,3434439,12,2023-02-13,"强强,天作之合",将军她真的超凶,2023-02-10 00:05:00,8.71万,言情,1
4752065,Exilefour,衍生-言情-近代现代-西方衍生,7610890,2,2023-02-08,"异国奇缘,西方罗曼,竞技,业界精英",[足球]热诚,2023-02-05 18:30:07,9.12万,言情,2
4508925,酒火樱桃,原创-无CP-幻想未来-剧情,6601937,3,2023-02-08,"幻想空间,系统,快穿,爽文",反派随心所欲[快穿],2023-02-05 00:00:00,8.07万,无CP,1
4361937,轻飔,原创-言情-近代现代-爱情,7399172,4,2023-02-08,"因缘邂逅,娱乐圈,励志人生,甜文",她竟想和我解绑,2023-02-05 00:04:45,8.65万,言情,1
5397864,无人问落花,原创-言情-近代现代-爱情,7716387,5,2023-02-08,"青梅竹马,娱乐圈,穿书,爽文",穿成豪门后妈文里的那个崽,2023-02-05 21:00:00,7.56万,言情,1
2367574,中原逐鹿,原创-纯爱-近代现代-爱情,5651687,6,2023-02-08,"豪门世家,系统,甜文,爽文",我以为我是反派人设,2023-02-05 00:05:00,9.2万,纯爱,1
4680784,时岄,原创-言情-幻想未来-游戏,7642616,7,2023-02-08,"天之骄子,游戏网游,系统,爽文",这份解压游戏果然有问题,2023-02-05 00:09:18,5.52万,言情,1
4399759,陈免免,原创-无CP-近代现代-童话,7383264,8,2023-02-08,"校园,异想天开",我们F4好像要完蛋了,2023-02-05 21:40:00,8.61万,无CP,1
5392306,飞天花卷,原创-言情-近代现代-爱情,7699281,9,2023-02-08,都市情缘,冷潮,2023-02-05 04:00:33,17.25万,言情,1
3895314,周晚欲,原创-言情-近代现代-爱情,6336778,10,2023-02-08,"情有独钟,恋爱合约,婚恋,甜文",风月难扯,2023-02-05 09:00:00,7.21万,言情,1
2497427,寒土,原创-言情-近代现代-爱情,4824518,11,2023-02-08,"种田文,美食,穿书,爽文",退圈后我成了国宝级厨神[穿书],2023-02-05 00:01:00,9.53万,言情,1
2137702,一钱,原创-纯爱-近代现代-爱情,3404187,12,2023-02-08,"都市情缘,穿越时空,娱乐圈,甜文",娃综，职业生涯的巅峰,2023-02-05 04:00:25,25.38万,纯爱,1
1997854,绯色世家,原创-纯爱-幻想未来-爱情,6994132,1,2023-02-06,"系统,快穿,穿书,萌宠",每次都穿成动物幼崽[快穿],2023-02-03 00:02:10,8.97万,纯爱,1
2637777,柒曲,原创-纯爱-近代现代-爱情,6364071,2,2023-02-06,"情有独钟,竞技,重生,甜文",你是不是喜欢我,2023-02-03 00:00:01,10.11万,纯爱,1
4540646,银耳猫猫,原创-纯爱-幻想未来-爱情,6835199,3,2023-02-06,"幻想空间,种田文,甜文,萌宠",小鼯鼠养了只龙当保镖,2023-02-03 12:35:00,10.09万,纯爱,1
3141187,萝樱,原创-纯爱-架空历史-仙侠,6903737,4,2023-02-06,"灵异神怪,仙侠修真",错认反派师尊的下场,2023-02-03 00:03:48,8.71万,纯爱,1
194722,小妖子,原创-纯爱-幻想未来-剧情,7347664,5,2023-02-06,"强强,幻想空间,穿越时空,星际",祂的伊甸园,2023-02-03 00:00:00,9.58万,纯爱,1
5390770,梦里挑灯万更,衍生-无CP-幻想未来-其他衍生,7696964,6,2023-02-06,"火影,综漫,家教,少年漫",论散兵与暗黑本丸的适配性[综原神],2023-02-03 00:00:00,9.25万,无CP,2
5380191,甜烤地瓜,原创-言情-幻想未来-科幻,7683597,7,2023-02-06,"幻想空间,星际,直播",佛修在星际逃生直播中天天苟命,2023-02-03 21:28:30,7.01万,言情,1
4445753,野雪风子,原创-百合-近代现代-爱情,7353392,8,2023-02-06,"都市情缘,因缘邂逅,穿越时空,甜文",穿成残疾大佬的白月光,2023-02-03 23:51:54,6.88万,百合,1
3797081,爱喝柠檬茶的糖果,原创-女尊-架空历史-爱情,7293439,9,2023-02-06,"穿越时空,女强,爽文,复仇虐渣",虐男后，敲开心！（女尊）,2023-02-03 23:22:08,8.14万,女尊,1
3960473,十豆水,原创-言情-架空历史-爱情,6305129,15,2023-02-16,"情有独钟,甜文,市井生活",侯门美妾,2023-02-13 04:00:39,37.35万,言情,1
3605155,明湖丸,原创-纯爱-近代现代-爱情,5571571,16,2023-02-16,"灵异神怪,娱乐圈,仙侠修真,甜文",结冥契后我逃不掉了[娱乐圈],2023-02-13 04:00:37,8.96万,纯爱,1
1762715,风卿,原创-无CP-架空历史-奇幻,4590078,17,2023-02-16,"仙侠修真,打脸,逆袭",在修仙世界里摆烂,2023-02-13 12:43:18,19.22万,无CP,1
642173,烟云韶光,原创-百合-架空历史-爱情,7337825,18,2023-02-16,"宫廷侯爵,女强,爽文",我靠投胎逼疯穿越者,2023-02-13 09:54:33,22.58万,百合,1
2370066,宁芝,原创-言情-近代现代-剧情,3998087,19,2023-02-16,"穿越时空,古穿今,仙侠修真,玄学",顾总裁的神仙女友,2023-02-13 13:41:12,24.18万,言情,1
2032645,十八锦,原创-言情-近代现代-爱情,3217746,20,2023-02-16,"都市情缘,破镜重圆,时代新风",她的桃花源,2023-02-13 22:16:18,7.98万,言情,1
1651961,之阿,原创-言情-架空历史-奇幻,4930572,21,2023-02-16,"仙侠修真,甜文,穿书",性感小僵尸，在线卖萌！,2023-02-13 04:00:34,14.91万,言情,1
5300654,三钱明月,原创-言情-架空历史-剧情,7570052,22,2023-02-16,"穿越时空,系统,升级流,经商",我在古代搞金融带飞全国,2023-02-13 04:00:44,20.85万,言情,1
4614116,俗夏,原创-言情-近代现代-爱情,6682580,23,2023-02-16,"都市情缘,因缘邂逅,网配,甜文",盲声,2023-02-13 04:00:45,14.69万,言情,1
3765812,湘也,原创-言情-架空历史-爱情,6038843,14,2023-02-14,"穿越时空,朝堂之上,基建",韩姑娘奋斗记,2023-02-11 04:00:59,12.15万,言情,1
1689621,王雪羽,原创-言情-幻想未来-爱情,5397164,15,2023-02-14,"星际,甜文,穿书,爽文",好友全是对照组大佬？[星际],2023-02-11 06:22:16,11.16万,言情,1
5318681,做饭小狗,原创-言情-近代现代-爱情,7665246,16,2023-02-14,"情有独钟,欢喜冤家,青梅竹马,校园",小狗给你一个拥抱,2023-02-11 04:01:06,7.81万,言情,1
5162757,宁鹊,原创-言情-架空历史-爱情,7465726,17,2023-02-14,"情有独钟,仙侠修真,甜文,穿书",和温柔男二he,2023-02-11 22:17:21,8.68万,言情,1
4574176,蚌珠啊,原创-言情-架空历史-仙侠,6703289,18,2023-02-14,打脸,穿成炮灰和美强惨反派he了,2023-02-11 00:00:00,10.13万,言情,1
3594080,微也,原创-言情-架空历史-爱情,5426111,19,2023-02-14,"宫廷侯爵,天作之合,甜文",我把你当姐妹,2023-02-11 23:50:47,8.29万,言情,1
5338553,杨升发,原创-言情-近代现代-爱情,7630620,20,2023-02-14,"情有独钟,因缘邂逅,天作之合,甜文",她怎么还不上钩[GB],2023-02-11 04:01:01,20.69万,言情,1
5212534,长瀛,原创-言情-架空历史-爱情,7447294,21,2023-02-14,"情有独钟,天之骄子,穿越时空,系统",我靠幼教系统名扬千古,2023-02-11 04:00:37,34.58万,言情,1
3389103,今时有酒,原创-言情-近代现代-爱情,5324787,22,2023-02-14,"都市情缘,豪门世家,情有独钟,天之骄子",懵懂热恋,2023-02-11 04:01:02,11.85万,言情,1
3732327,舟望,衍生-言情-近代现代-轻小说,7093244,9,2023-02-07,"综漫,文野,咒回,柯南",我在酒厂卖老鼠药,2023-02-04 00:00:00,9.19万,言情,2
2240295,鹿小葵,原创-言情-架空历史-仙侠,5626488,10,2023-02-07,"女强,甜文,爽文",狗血梗性转后,2023-02-04 00:01:00,9.02万,言情,1
1645453,似时,衍生-言情-幻想未来-轻小说,7630709,11,2023-02-07,"猎人,综漫,穿越时空,少年漫",强化系就是要打直球！,2023-02-04 04:00:26,27.95万,言情,2
3107776,吞金,原创-言情-架空历史-仙侠,5524539,12,2023-02-07,"天作之合,甜文",住进自闭大佬的脑子,2023-02-04 00:04:18,8.73万,言情,1
3525585,不言之,原创-言情-近代现代-爱情,7473707,14,2023-02-10,"娱乐圈,打脸,穿书,爽文",女配后妈带崽上综艺后红了,2023-02-07 04:01:10,22.75万,言情,1
4304347,大睡其觉,原创-言情-幻想未来-游戏,7557434,15,2023-02-10,"女强,游戏网游,爽文,魔法幻情",我，超级豆腐法师,2023-02-07 18:16:02,9.3万,言情,1
2171230,以蓁如玉,原创-言情-架空历史-仙侠,7544727,16,2023-02-10,"灵异神怪,情有独钟,重生",仙尊，你的道侣掉了,2023-02-07 04:01:00,13.59万,言情,1
4580933,终欢,原创-纯爱-幻想未来-爱情,7375276,1,2023-02-05,"强强,重生,星际,爽文",太子殿下他盛世美颜（重生）,2023-02-02 00:01:00,12万,纯爱,1
439651,风醒落,原创-无CP-架空历史-仙侠,4222162,2,2023-02-02,"灵异神怪,穿越时空,东方玄幻,经商",怪异真的只想开店,2023-01-30 06:00:00,9.78万,无CP,1
3723388,鹿鸠,原创-纯爱-幻想未来-轻小说,6934374,3,2023-02-02,"幻想空间,异能,系统,未来架空",我的马甲都奉我为神明,2023-01-30 01:24:00,9.11万,纯爱,1
1685206,星海游,原创-纯爱-近代现代-爱情,4122868,4,2023-02-02,"生子,破镜重圆,娱乐圈,甜文",上娃综后，发现初恋带着我的崽,2023-01-30 12:00:00,8.62万,纯爱,1
4448394,撞春,原创-言情-近代现代-爱情,7299742,5,2023-02-02,"幻想空间,甜文,快穿,穿书",当小说路人甲过于美貌,2023-01-30 23:36:30,6.11万,言情,1
5182932,焚琴悔棋,原创-女尊-架空历史-爱情,7664335,6,2023-02-02,"穿越时空,种田文,女强,爽文",捡了个可怜小娇夫（女尊）,2023-01-30 09:36:19,12.42万,女尊,1
1007420,笑佳人,原创-言情-近代现代-爱情,7707127,1,2023-02-04,"都市情缘,天之骄子,甜文",相亲对象他长得很凶,2023-02-01 08:02:45,7.98万,言情,1
2192737,酒晚意,原创-纯爱-近代现代-爱情,5030970,2,2023-02-04,"情有独钟,青梅竹马,竞技,甜文",和竹马协议闪婚后,2023-02-01 06:12:07,9.68万,纯爱,1
3148497,灵默笙,衍生-无CP-古色古香-东方衍生,7667857,1,2023-02-03,"清穿,历史衍生,网红,直播",我的直播通清朝,2023-01-31 06:00:00,9.89万,无CP,2
1696280,壶鱼辣椒,原创-纯爱-幻想未来-爱情,6344745,2,2023-02-03,"幻想空间,升级流",神降（全息）,2023-01-31 23:56:13,9.91万,纯爱,1
3797153,桃花白茶,原创-言情-架空历史-爱情,6497993,8,2023-02-09,"穿越时空,种田文,爽文,基建",小皇子,2023-02-06 11:34:30,9.55万,言情,1
3176180,雪幽月冥,原创-言情-架空历史-爱情,6262921,10,2023-02-15,"欢喜冤家,天作之合,甜文",公主难哄,2023-02-12 00:08:47,9.1万,言情,1
3149202,酥鲫鱼,原创-纯爱-架空历史-爱情,5344889,4,2023-02-11,"天作之合,甜文,穿书,爽文",穿成反派帝王的锦鲤后（穿书）,2023-02-08 23:35:00,10.02万,纯爱,1
4419916,什司,原创-纯爱-幻想未来-爱情,6816177,5,2023-02-11,"系统,甜文,快穿,穿书",反派改拿恋爱剧本[快穿],2023-02-08 00:00:14,9.48万,纯爱,1
5387049,易长书,原创-百合-近代现代-爱情,7691671,6,2023-02-11,"天作之合,天之骄子,娱乐圈,甜文",豪门赘A娃综躺红记,2023-02-08 04:01:34,13.83万,百合,1
1250224,塬,原创-纯爱-幻想未来-奇幻,7291840,7,2023-02-11,"边缘恋歌,系统,甜文,穿书",清冷Beta穿成漂亮老婆[穿书],2023-02-08 00:15:19,9.2万,纯爱,1
3504388,再来两坛酒,原创-百合-近代现代-爱情,5961650,8,2023-02-11,"情有独钟,重生,甜文",不做影后的痴情A,2023-02-08 23:56:07,7.89万,百合,1
2515828,浮生皆未尽,原创-纯爱-架空历史-仙侠,4560696,9,2023-02-11,"生子,虐恋情深,重生,穿书",美强惨师尊他重生了［穿书］,2023-02-08 02:35:45,10.66万,纯爱,1
2211823,浮生无望,原创-言情-架空历史-仙侠,6267716,17,2023-02-12,"异世大陆,仙侠修真,女配,甜文",我的女配人设崩了,2023-02-09 00:00:01,9.89万,言情,1
2350724,一只呆毛,原创-纯爱-架空历史-爱情,5309934,18,2023-02-12,"宫廷侯爵,情有独钟,甜文,穿书",社恐穿成虐文质子后,2023-02-09 08:00:00,9.37万,纯爱,1
5318435,一条半夜鬼叫的疯狗,衍生-纯爱-架空历史-其他衍生,7673397,19,2023-02-12,"因缘邂逅,种田文,升级流,基建",[原神]转生，但是成为丘丘夫人,2023-02-09 04:01:05,10.11万,纯爱,2
667078,瑟刃,原创-言情-架空历史-奇幻,5345716,20,2023-02-12,"女强,甜文,东方玄幻",我虐竹马千百遍,2023-02-09 06:00:00,9.74万,言情,1
5105028,泡泡的茶壶,原创-百合-近代现代-爱情,7555448,21,2023-02-12,"强强,甜文,穿书,爽文",穿成炮灰逃不过黑莲花反派,2023-02-09 09:31:13,16.13万,百合,1
1685687,青色地瓜,原创-言情-架空历史-仙侠,6565005,22,2023-02-12,"励志人生,爽文,异闻传说",帝君夫君今天还不死,2023-02-09 04:00:55,25.56万,言情,1
4091664,愚客,衍生-纯爱-近代现代-其他衍生,7085936,23,2023-02-12,"综漫,强强,文野,咒回",当绷带精遇见摆烂咒灵,2023-02-09 00:02:48,8.16万,纯爱,2
3127985,喻狸,原创-纯爱-近代现代-爱情,6442623,1,2023-01-28,"无限流,系统,快穿,爽文",疯子好多啊呜呜[无限],2023-01-25 23:58:15,8.05万,纯爱,1
984254,明开夜合,原创-言情-近代现代-爱情,5322919,2,2023-01-28,"情有独钟,天之骄子,业界精英",十一年夏至,2023-01-25 07:00:00,7.13万,言情,1
734735,斫染,原创-纯爱-近代现代-爱情,7440068,3,2023-01-28,"都市情缘,豪门世家,情有独钟,天作之合",反派病美人开始养生了,2023-01-25 00:38:55,8.89万,纯爱,1
1025858,苏香兰色,原创-言情-近代现代-爱情,7423179,4,2023-01-28,"穿越时空,美食,甜文,爽文",开局一个食堂窗口[美食],2023-01-25 18:00:00,7.72万,言情,1
247615,白茄,原创-言情-近代现代-剧情,5383929,1,2023-01-31,"种田文,穿书,爽文,年代文",在年代文选择摆烂[七零],2023-01-28 00:00:00,9.81万,言情,1
2524675,糖丸丸,原创-言情-近代现代-爱情,5562149,2,2023-01-31,"娱乐圈,甜文,穿书,爽文",豪门小公主是玄学大佬,2023-01-28 00:45:00,7.61万,言情,1
924934,一个小瓶盖,原创-言情-古色古香-爱情,7598672,3,2023-01-31,"清穿,宫斗",康熙的吐槽皇后,2023-01-28 23:00:00,8.16万,言情,1
1640597,水晶翡翠肉,原创-纯爱-架空历史-轻小说,6788660,4,2023-01-31,"穿越时空,种田文,励志人生,成长",我在皇宫当老大,2023-01-28 12:00:00,9.93万,纯爱,1
5378318,唐元宋宝,原创-言情-近代现代-爱情,7683098,5,2023-01-31,"娱乐圈,打脸,穿书,爽文",穿成四个哥哥的豪门继妹,2023-01-28 10:00:30,6.74万,言情,1
4926024,发紫,原创-言情-近代现代-爱情,7288024,6,2023-01-31,"豪门世家,娱乐圈,穿书,逆袭",穿成豪门后妈文里的亲妈,2023-01-28 04:00:40,10.24万,言情,1
4701979,虹星,原创-言情-近代现代-剧情,7044627,1,2023-01-30,"异能,末世,系统,爽文",通关逃生游戏后世界融合了,2023-01-27 00:02:15,6.81万,言情,1
1346520,竹岚子,衍生-言情-架空历史-东方衍生,4896038,3,2023-02-01,"综漫,奇幻魔幻,穿越时空,游戏网游",[原神]世界树被修改后男友换人了,2023-01-29 12:00:00,6.98万,言情,2
2462731,谋杀失眠,衍生-纯爱-近代现代-轻小说,5521121,4,2023-02-01,"网王,综漫,咒回,柯南",伏黑哥今天依旧很心累,2023-01-29 02:40:00,9.65万,纯爱,2
3574592,将欲晚,原创-言情-架空历史-爱情,6343587,13,2023-02-13,"虐恋情深,破镜重圆,天作之合",美人在逃,2023-02-10 22:20:24,8.97万,言情,1
611145,鬼丑,原创-纯爱-近代现代-爱情,7711840,13,2023-02-08,"生子,幻想空间,情有独钟,虐恋情深",真的爱你,2023-02-05 12:30:00,8.3万,纯爱,1
3781470,四二三一,衍生-言情-近代现代-轻小说,7510546,14,2023-02-08,"阴差阳错,游戏网游,系统,咒回",谁能从诅咒中将她夺走,2023-02-05 12:00:00,9.4万,言情,2
2787325,箫珩,衍生-纯爱-架空历史-其他衍生,6279640,15,2023-02-08,"综漫,文野,咒回,马甲文",原神众位皆是我马甲,2023-02-05 00:00:00,8.25万,纯爱,2
4330284,羌衣,衍生-言情-近代现代-东方衍生,6475639,10,2023-02-06,"综漫,少年漫,文野,柯南",为了苏格兰我篡位了boss,2023-02-03 00:00:00,8.72万,言情,2
4634982,金叶籽,衍生-纯爱-古色古香-古典衍生,7322320,11,2023-02-06,"天作之合,洪荒,古典名著,东方玄幻",[杨戬]小白貂攻略二郎真君指南,2023-02-03 00:00:30,8.73万,纯爱,2
3877592,咬枝绿,原创-言情-近代现代-爱情,7231035,12,2023-02-06,"花季雨季,天之骄子",雪夜酩酊,2023-02-03 18:00:00,16.45万,言情,1
5347407,晴菘,衍生-言情-近代现代-其他衍生,7638928,13,2023-02-06,"成长,文野,咒回,柯南",东京咒术Mafia首领赛高,2023-02-03 18:42:58,9.14万,言情,2
4026801,白桃柚绿,原创-言情-近代现代-爱情,6817130,14,2023-02-06,时代奇缘,对照组为何是全能天才,2023-02-03 04:00:47,10.02万,言情,1
2622066,北野行舟,衍生-纯爱-近代现代-东方衍生,7451714,15,2023-02-06,"火影,乡村爱情,少年漫,励志人生",漂亮的宇智波心都黑,2023-02-03 00:30:00,12.73万,纯爱,2
4196240,水清音,原创-纯爱-幻想未来-科幻,6881528,16,2023-02-06,"幻想空间,情有独钟,星际,甜文",小人鱼被帝国上将捡到后,2023-02-03 04:00:40,10.06万,纯爱,1
1655833,霜未,原创-言情-架空历史-爱情,4997905,23,2023-02-14,"励志人生,甜文",香草美人,2023-02-11 04:00:39,23.17万,言情,1
2699867,桃以金娘,原创-言情-架空历史-爱情,6030312,24,2023-02-14,"相爱相杀,市井生活",皇帝今天后悔了吗,2023-02-11 18:47:13,12.25万,言情,1
